,Solar,Wind Onshore
2021-06-25 20:00:00+03:00,0.0,257.0
2021-06-25 21:00:00+03:00,0.0,238.0
2021-06-25 22:00:00+03:00,0.0,231.0
2021-06-25 23:00:00+03:00,0.0,214.0
2021-06-26 00:00:00+03:00,0.0,253.0
2021-06-26 01:00:00+03:00,0.0,261.0
2021-06-26 02:00:00+03:00,0.0,222.0
2021-06-26 03:00:00+03:00,0.0,221.0
2021-06-26 04:00:00+03:00,0.0,302.0
2021-06-26 05:00:00+03:00,0.0,363.0
2021-06-26 06:00:00+03:00,0.0,421.0
2021-06-26 07:00:00+03:00,257.0,393.0
2021-06-26 08:00:00+03:00,691.0,307.0
2021-06-26 09:00:00+03:00,1208.0,235.0
2021-06-26 10:00:00+03:00,1607.0,189.0
2021-06-26 11:00:00+03:00,1865.0,430.0
2021-06-26 12:00:00+03:00,1995.0,425.0
2021-06-26 13:00:00+03:00,2084.0,316.0
2021-06-26 14:00:00+03:00,2068.0,496.0
2021-06-26 15:00:00+03:00,1820.0,622.0
2021-06-26 16:00:00+03:00,1462.0,742.0
2021-06-26 17:00:00+03:00,1085.0,687.0
2021-06-26 18:00:00+03:00,0.0,556.0
2021-06-26 19:00:00+03:00,0.0,480.0
2021-06-26 20:00:00+03:00,0.0,470.0
2021-06-26 21:00:00+03:00,0.0,513.0
2021-06-26 22:00:00+03:00,0.0,527.0
2021-06-26 23:00:00+03:00,0.0,587.0
2021-06-27 00:00:00+03:00,0.0,449.0
2021-06-27 01:00:00+03:00,0.0,364.0
2021-06-27 02:00:00+03:00,0.0,388.0
2021-06-27 03:00:00+03:00,0.0,539.0
2021-06-27 04:00:00+03:00,0.0,618.0
2021-06-27 05:00:00+03:00,0.0,572.0
2021-06-27 06:00:00+03:00,0.0,545.0
2021-06-27 07:00:00+03:00,246.0,377.0
2021-06-27 08:00:00+03:00,704.0,284.0
2021-06-27 09:00:00+03:00,1235.0,232.0
2021-06-27 10:00:00+03:00,1670.0,230.0
2021-06-27 11:00:00+03:00,1981.0,272.0
2021-06-27 12:00:00+03:00,2165.0,284.0
2021-06-27 13:00:00+03:00,2201.0,287.0
2021-06-27 14:00:00+03:00,2127.0,325.0
2021-06-27 15:00:00+03:00,1974.0,393.0
2021-06-27 16:00:00+03:00,1675.0,456.0
2021-06-27 17:00:00+03:00,1244.0,467.0
2021-06-27 18:00:00+03:00,0.0,456.0
2021-06-27 19:00:00+03:00,0.0,369.0
2021-06-27 20:00:00+03:00,0.0,365.0
2021-06-27 21:00:00+03:00,0.0,377.0
2021-06-27 22:00:00+03:00,0.0,322.0
2021-06-27 23:00:00+03:00,0.0,296.0
2021-06-28 00:00:00+03:00,0.0,289.0
2021-06-28 01:00:00+03:00,0.0,281.0
2021-06-28 02:00:00+03:00,0.0,272.0
2021-06-28 03:00:00+03:00,0.0,307.0
2021-06-28 04:00:00+03:00,0.0,356.0
2021-06-28 05:00:00+03:00,0.0,432.0
2021-06-28 06:00:00+03:00,0.0,499.0
2021-06-28 07:00:00+03:00,244.0,502.0
2021-06-28 08:00:00+03:00,701.0,423.0
2021-06-28 09:00:00+03:00,1222.0,422.0
2021-06-28 10:00:00+03:00,1658.0,434.0
2021-06-28 11:00:00+03:00,1955.0,460.0
2021-06-28 12:00:00+03:00,2113.0,441.0
2021-06-28 13:00:00+03:00,2151.0,388.0
2021-06-28 14:00:00+03:00,2056.0,407.0
2021-06-28 15:00:00+03:00,1914.0,455.0
2021-06-28 16:00:00+03:00,1620.0,473.0
2021-06-28 17:00:00+03:00,1193.0,494.0
2021-06-28 18:00:00+03:00,0.0,462.0
2021-06-28 19:00:00+03:00,0.0,374.0
2021-06-28 20:00:00+03:00,0.0,347.0
2021-06-28 21:00:00+03:00,0.0,311.0
2021-06-28 22:00:00+03:00,0.0,239.0
2021-06-28 23:00:00+03:00,0.0,225.0
2021-06-29 00:00:00+03:00,0.0,186.0
2021-06-29 01:00:00+03:00,0.0,144.0
2021-06-29 02:00:00+03:00,0.0,128.0
2021-06-29 03:00:00+03:00,0.0,143.0
2021-06-29 04:00:00+03:00,0.0,171.0
2021-06-29 05:00:00+03:00,0.0,185.0
2021-06-29 06:00:00+03:00,0.0,181.0
2021-06-29 07:00:00+03:00,243.0,190.0
2021-06-29 08:00:00+03:00,701.0,170.0
2021-06-29 09:00:00+03:00,1225.0,157.0
2021-06-29 10:00:00+03:00,1661.0,164.0
2021-06-29 11:00:00+03:00,1969.0,181.0
2021-06-29 12:00:00+03:00,2151.0,204.0
2021-06-29 13:00:00+03:00,2213.0,234.0
2021-06-29 14:00:00+03:00,2147.0,278.0
2021-06-29 15:00:00+03:00,1971.0,341.0
2021-06-29 16:00:00+03:00,1674.0,412.0
2021-06-29 17:00:00+03:00,1243.0,441.0
2021-06-29 18:00:00+03:00,0.0,407.0
2021-06-29 19:00:00+03:00,0.0,341.0
2021-06-29 20:00:00+03:00,0.0,254.0
2021-06-29 21:00:00+03:00,0.0,207.0
2021-06-29 22:00:00+03:00,0.0,188.0
2021-06-29 23:00:00+03:00,0.0,165.0
2021-06-30 00:00:00+03:00,0.0,166.0
2021-06-30 01:00:00+03:00,0.0,168.0
2021-06-30 02:00:00+03:00,0.0,201.0
2021-06-30 03:00:00+03:00,0.0,240.0
2021-06-30 04:00:00+03:00,0.0,256.0
2021-06-30 05:00:00+03:00,0.0,267.0
2021-06-30 06:00:00+03:00,0.0,308.0
2021-06-30 07:00:00+03:00,251.0,329.0
2021-06-30 08:00:00+03:00,690.0,312.0
2021-06-30 09:00:00+03:00,1202.0,253.0
2021-06-30 10:00:00+03:00,1631.0,238.0
2021-06-30 11:00:00+03:00,1933.0,217.0
2021-06-30 12:00:00+03:00,2114.0,222.0
2021-06-30 13:00:00+03:00,2165.0,231.0
2021-06-30 14:00:00+03:00,2096.0,262.0
2021-06-30 15:00:00+03:00,1910.0,300.0
2021-06-30 16:00:00+03:00,1567.0,334.0
2021-06-30 17:00:00+03:00,1098.0,305.0
2021-06-30 18:00:00+03:00,0.0,330.0
2021-06-30 19:00:00+03:00,0.0,344.0
2021-06-30 20:00:00+03:00,0.0,383.0
2021-06-30 21:00:00+03:00,0.0,420.0
2021-06-30 22:00:00+03:00,0.0,469.0
2021-06-30 23:00:00+03:00,0.0,460.0
2021-07-01 00:00:00+03:00,0.0,485.0
