,Biomass,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Nuclear,Nuclear,Other,Other,Solar,Solar,Waste,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption
2021-01-01 01:00:00+01:00,17.0,0.0,4186.0,57.0,2119.0,34.0,0.0,0.0,484.0,0.0,1508.0,823.0,0.0,0.0,419.0,0.0,188.0,0.0,139.0,2.0
2021-01-01 01:15:00+01:00,17.0,0.0,4067.0,55.0,2144.0,33.0,0.0,0.0,484.0,0.0,1397.0,880.0,0.0,0.0,419.0,0.0,184.0,0.0,141.0,2.0
2021-01-01 01:30:00+01:00,16.0,0.0,3881.0,53.0,2143.0,33.0,0.0,0.0,484.0,0.0,1328.0,890.0,0.0,0.0,409.0,0.0,188.0,0.0,145.0,2.0
2021-01-01 01:45:00+01:00,17.0,0.0,3704.0,51.0,2084.0,33.0,0.0,0.0,485.0,0.0,1155.0,904.0,0.0,0.0,417.0,0.0,202.0,0.0,143.0,2.0
2021-01-01 02:00:00+01:00,16.0,0.0,3435.0,58.0,1946.0,33.0,0.0,0.0,484.0,0.0,983.0,917.0,0.0,0.0,418.0,0.0,213.0,0.0,143.0,1.0
2021-01-01 02:15:00+01:00,17.0,0.0,3361.0,52.0,1860.0,33.0,0.0,0.0,484.0,0.0,946.0,940.0,0.0,0.0,431.0,0.0,229.0,0.0,149.0,0.0
2021-01-01 02:30:00+01:00,17.0,0.0,3277.0,49.0,1830.0,33.0,0.0,0.0,484.0,0.0,934.0,949.0,0.0,0.0,434.0,0.0,207.0,0.0,163.0,1.0
2021-01-01 02:45:00+01:00,17.0,0.0,3080.0,52.0,1765.0,33.0,0.0,0.0,484.0,0.0,935.0,951.0,0.0,0.0,438.0,0.0,189.0,0.0,175.0,0.0
2021-01-01 03:00:00+01:00,17.0,0.0,2723.0,61.0,1627.0,33.0,0.0,0.0,484.0,0.0,924.0,976.0,0.0,0.0,441.0,0.0,186.0,0.0,183.0,0.0
2021-01-01 03:15:00+01:00,17.0,0.0,2758.0,59.0,1551.0,32.0,0.0,0.0,485.0,0.0,918.0,983.0,0.0,0.0,441.0,0.0,183.0,0.0,194.0,0.0
2021-01-01 03:30:00+01:00,17.0,0.0,2520.0,60.0,1519.0,33.0,0.0,0.0,484.0,0.0,917.0,1004.0,0.0,0.0,432.0,0.0,195.0,0.0,197.0,0.0
2021-01-01 03:45:00+01:00,17.0,0.0,2370.0,55.0,1433.0,33.0,0.0,0.0,484.0,0.0,919.0,1023.0,0.0,0.0,433.0,0.0,214.0,0.0,200.0,0.0
2021-01-01 04:00:00+01:00,17.0,0.0,2499.0,52.0,1285.0,33.0,0.0,0.0,484.0,0.0,910.0,1022.0,0.0,0.0,442.0,0.0,216.0,0.0,208.0,0.0
2021-01-01 04:15:00+01:00,17.0,0.0,2551.0,53.0,1235.0,12.0,0.0,0.0,484.0,0.0,902.0,1025.0,0.0,0.0,430.0,0.0,222.0,0.0,223.0,0.0
2021-01-01 04:30:00+01:00,17.0,0.0,2563.0,52.0,1214.0,12.0,0.0,0.0,484.0,0.0,895.0,1015.0,0.0,0.0,436.0,0.0,229.0,0.0,237.0,0.0
2021-01-01 04:45:00+01:00,17.0,0.0,2411.0,53.0,1206.0,11.0,0.0,0.0,484.0,0.0,891.0,1039.0,0.0,0.0,436.0,0.0,222.0,0.0,241.0,0.0
2021-01-01 05:00:00+01:00,17.0,0.0,2454.0,56.0,1220.0,4.0,0.0,0.0,484.0,0.0,890.0,1033.0,0.0,0.0,436.0,0.0,208.0,0.0,253.0,0.0
2021-01-01 05:15:00+01:00,17.0,0.0,2475.0,53.0,1320.0,4.0,0.0,0.0,484.0,0.0,891.0,1036.0,0.0,0.0,437.0,0.0,206.0,0.0,273.0,0.0
2021-01-01 05:30:00+01:00,17.0,0.0,2492.0,52.0,1331.0,5.0,0.0,0.0,484.0,0.0,887.0,1035.0,0.0,0.0,430.0,0.0,221.0,0.0,259.0,0.0
2021-01-01 05:45:00+01:00,17.0,0.0,2524.0,51.0,1333.0,5.0,0.0,0.0,484.0,0.0,901.0,1021.0,0.0,0.0,439.0,0.0,228.0,0.0,256.0,0.0
2021-01-01 06:00:00+01:00,17.0,0.0,2417.0,52.0,1369.0,4.0,0.0,0.0,484.0,0.0,889.0,1047.0,0.0,0.0,433.0,0.0,251.0,0.0,262.0,0.0
2021-01-01 06:15:00+01:00,17.0,0.0,2487.0,52.0,1374.0,5.0,0.0,0.0,484.0,0.0,862.0,1017.0,0.0,0.0,436.0,0.0,275.0,0.0,272.0,0.0
2021-01-01 06:30:00+01:00,16.0,0.0,2547.0,54.0,1357.0,4.0,0.0,0.0,484.0,0.0,866.0,993.0,0.0,0.0,433.0,0.0,272.0,0.0,280.0,0.0
2021-01-01 06:45:00+01:00,16.0,0.0,2611.0,54.0,1352.0,4.0,0.0,0.0,484.0,0.0,858.0,982.0,0.0,0.0,444.0,0.0,276.0,0.0,280.0,0.0
2021-01-01 07:00:00+01:00,17.0,0.0,2603.0,54.0,1358.0,4.0,0.0,0.0,484.0,0.0,860.0,983.0,0.0,0.0,439.0,0.0,235.0,0.0,272.0,0.0
2021-01-01 07:15:00+01:00,17.0,0.0,2624.0,52.0,1368.0,4.0,0.0,0.0,484.0,0.0,854.0,969.0,0.0,0.0,435.0,0.0,217.0,0.0,269.0,0.0
2021-01-01 07:30:00+01:00,16.0,0.0,2755.0,53.0,1406.0,5.0,0.0,0.0,484.0,0.0,871.0,935.0,0.0,0.0,438.0,0.0,289.0,0.0,272.0,0.0
2021-01-01 07:45:00+01:00,16.0,0.0,2790.0,55.0,1481.0,4.0,0.0,0.0,484.0,0.0,870.0,926.0,0.0,0.0,441.0,0.0,274.0,0.0,290.0,0.0
2021-01-01 08:00:00+01:00,16.0,0.0,2758.0,50.0,1620.0,4.0,0.0,0.0,484.0,0.0,861.0,930.0,0.0,0.0,446.0,0.0,283.0,0.0,271.0,1.0
2021-01-01 08:15:00+01:00,16.0,0.0,2528.0,49.0,1703.0,4.0,0.0,0.0,484.0,0.0,840.0,979.0,0.0,0.0,438.0,0.0,229.0,0.0,242.0,1.0
2021-01-01 08:30:00+01:00,16.0,0.0,2831.0,49.0,1739.0,5.0,0.0,0.0,484.0,0.0,852.0,966.0,0.0,0.0,424.0,0.0,238.0,0.0,251.0,1.0
2021-01-01 08:45:00+01:00,16.0,0.0,2865.0,49.0,1806.0,4.0,0.0,0.0,484.0,0.0,851.0,963.0,0.0,0.0,427.0,0.0,261.0,0.0,230.0,1.0
2021-01-01 09:00:00+01:00,17.0,0.0,3279.0,51.0,1942.0,4.0,0.0,0.0,484.0,0.0,873.0,943.0,0.0,0.0,422.0,0.0,260.0,0.0,221.0,1.0
2021-01-01 09:15:00+01:00,17.0,0.0,3346.0,51.0,1978.0,4.0,0.0,0.0,484.0,0.0,881.0,938.0,1.0,0.0,426.0,0.0,254.0,0.0,224.0,0.0
2021-01-01 09:30:00+01:00,17.0,0.0,3324.0,50.0,2014.0,5.0,0.0,0.0,484.0,0.0,877.0,947.0,2.0,0.0,427.0,0.0,235.0,0.0,237.0,0.0
2021-01-01 09:45:00+01:00,17.0,0.0,3515.0,50.0,2127.0,5.0,0.0,0.0,484.0,0.0,903.0,898.0,5.0,0.0,423.0,0.0,241.0,0.0,248.0,0.0
2021-01-01 10:00:00+01:00,16.0,0.0,3745.0,51.0,2281.0,4.0,0.0,0.0,484.0,0.0,942.0,856.0,5.0,0.0,420.0,0.0,228.0,0.0,251.0,0.0
2021-01-01 10:15:00+01:00,16.0,0.0,3783.0,51.0,2348.0,4.0,0.0,0.0,484.0,0.0,963.0,826.0,7.0,0.0,425.0,0.0,207.0,0.0,257.0,0.0
2021-01-01 10:30:00+01:00,17.0,0.0,3771.0,51.0,2363.0,5.0,0.0,0.0,484.0,0.0,983.0,795.0,10.0,0.0,426.0,0.0,185.0,1.0,263.0,0.0
2021-01-01 10:45:00+01:00,17.0,0.0,3776.0,49.0,2358.0,5.0,0.0,0.0,484.0,0.0,1000.0,767.0,13.0,0.0,424.0,0.0,194.0,1.0,270.0,0.0
2021-01-01 11:00:00+01:00,16.0,0.0,3859.0,47.0,2371.0,4.0,0.0,0.0,484.0,0.0,1037.0,732.0,16.0,0.0,423.0,0.0,197.0,1.0,264.0,0.0
2021-01-01 11:15:00+01:00,17.0,0.0,3879.0,47.0,2407.0,5.0,0.0,0.0,483.0,0.0,1077.0,711.0,15.0,0.0,422.0,0.0,198.0,1.0,264.0,0.0
2021-01-01 11:30:00+01:00,17.0,0.0,3922.0,46.0,2492.0,4.0,0.0,0.0,483.0,0.0,1115.0,695.0,19.0,0.0,425.0,0.0,200.0,1.0,264.0,0.0
2021-01-01 11:45:00+01:00,17.0,0.0,4032.0,47.0,2516.0,5.0,0.0,0.0,483.0,0.0,1143.0,675.0,18.0,0.0,418.0,0.0,194.0,1.0,268.0,1.0
2021-01-01 12:00:00+01:00,18.0,0.0,4055.0,46.0,2531.0,5.0,0.0,0.0,483.0,0.0,1177.0,653.0,18.0,0.0,420.0,0.0,228.0,1.0,271.0,1.0
2021-01-01 12:15:00+01:00,17.0,0.0,3910.0,52.0,2551.0,4.0,0.0,0.0,483.0,0.0,1159.0,659.0,19.0,0.0,412.0,0.0,230.0,2.0,256.0,1.0
2021-01-01 12:30:00+01:00,17.0,0.0,3949.0,52.0,2541.0,5.0,0.0,0.0,483.0,0.0,1139.0,697.0,17.0,0.0,416.0,0.0,252.0,3.0,265.0,1.0
2021-01-01 12:45:00+01:00,17.0,0.0,4077.0,52.0,2531.0,4.0,0.0,0.0,483.0,0.0,1128.0,704.0,15.0,0.0,415.0,0.0,257.0,3.0,266.0,1.0
2021-01-01 13:00:00+01:00,17.0,0.0,3949.0,52.0,2521.0,4.0,0.0,0.0,483.0,0.0,1097.0,750.0,16.0,0.0,420.0,0.0,252.0,3.0,251.0,1.0
2021-01-01 13:15:00+01:00,18.0,0.0,4018.0,52.0,2527.0,5.0,0.0,0.0,483.0,0.0,1107.0,753.0,20.0,0.0,418.0,0.0,271.0,1.0,252.0,1.0
2021-01-01 13:30:00+01:00,17.0,0.0,3943.0,57.0,2537.0,4.0,0.0,0.0,483.0,0.0,1090.0,772.0,21.0,0.0,418.0,0.0,244.0,1.0,229.0,1.0
2021-01-01 13:45:00+01:00,17.0,0.0,3917.0,54.0,2544.0,4.0,0.0,0.0,484.0,0.0,1082.0,785.0,27.0,0.0,421.0,0.0,237.0,2.0,230.0,1.0
2021-01-01 14:00:00+01:00,17.0,0.0,4172.0,41.0,2552.0,5.0,0.0,0.0,484.0,0.0,1172.0,770.0,26.0,0.0,425.0,0.0,244.0,2.0,234.0,0.0
2021-01-01 14:15:00+01:00,18.0,0.0,4401.0,40.0,2530.0,5.0,0.0,0.0,484.0,0.0,1230.0,785.0,22.0,0.0,418.0,0.0,254.0,3.0,230.0,0.0
2021-01-01 14:30:00+01:00,17.0,0.0,4430.0,41.0,2512.0,5.0,0.0,0.0,484.0,0.0,1322.0,796.0,15.0,0.0,430.0,0.0,264.0,4.0,226.0,1.0
2021-01-01 14:45:00+01:00,17.0,0.0,4493.0,40.0,2551.0,5.0,0.0,0.0,484.0,0.0,1344.0,805.0,12.0,0.0,425.0,0.0,253.0,3.0,244.0,0.0
2021-01-01 15:00:00+01:00,17.0,0.0,4638.0,41.0,2649.0,5.0,0.0,0.0,484.0,0.0,1457.0,848.0,10.0,0.0,428.0,1.0,233.0,3.0,238.0,0.0
2021-01-01 15:15:00+01:00,17.0,0.0,4795.0,42.0,2641.0,5.0,0.0,0.0,484.0,0.0,1458.0,844.0,9.0,0.0,397.0,1.0,252.0,3.0,234.0,0.0
2021-01-01 15:30:00+01:00,17.0,0.0,4905.0,105.0,2665.0,5.0,0.0,0.0,484.0,0.0,1460.0,835.0,5.0,0.0,399.0,1.0,259.0,3.0,238.0,0.0
2021-01-01 15:45:00+01:00,17.0,0.0,4916.0,133.0,2695.0,5.0,0.0,0.0,484.0,0.0,1484.0,839.0,3.0,0.0,396.0,1.0,261.0,3.0,238.0,0.0
2021-01-01 16:00:00+01:00,17.0,0.0,4882.0,169.0,2693.0,4.0,0.0,0.0,484.0,0.0,1526.0,803.0,1.0,0.0,386.0,2.0,231.0,3.0,257.0,1.0
2021-01-01 16:15:00+01:00,17.0,0.0,4801.0,212.0,2693.0,4.0,0.0,0.0,484.0,0.0,1513.0,793.0,0.0,0.0,392.0,2.0,221.0,3.0,266.0,0.0
2021-01-01 16:30:00+01:00,16.0,0.0,4901.0,213.0,2682.0,5.0,0.0,0.0,484.0,0.0,1581.0,769.0,0.0,0.0,389.0,1.0,224.0,3.0,271.0,0.0
2021-01-01 16:45:00+01:00,16.0,0.0,4965.0,206.0,2705.0,4.0,0.0,0.0,484.0,0.0,1673.0,748.0,0.0,0.0,377.0,1.0,182.0,3.0,271.0,1.0
2021-01-01 17:00:00+01:00,15.0,0.0,4993.0,289.0,2832.0,5.0,0.0,0.0,484.0,0.0,1809.0,683.0,0.0,0.0,378.0,2.0,192.0,1.0,264.0,1.0
2021-01-01 17:15:00+01:00,14.0,0.0,5016.0,375.0,2847.0,5.0,0.0,0.0,484.0,0.0,1832.0,666.0,0.0,0.0,376.0,2.0,189.0,0.0,274.0,0.0
2021-01-01 17:30:00+01:00,14.0,0.0,5033.0,383.0,2854.0,5.0,0.0,0.0,484.0,0.0,1861.0,662.0,0.0,0.0,380.0,3.0,203.0,0.0,278.0,0.0
2021-01-01 17:45:00+01:00,14.0,0.0,5038.0,383.0,2850.0,4.0,0.0,0.0,484.0,0.0,1914.0,641.0,0.0,0.0,380.0,3.0,213.0,0.0,276.0,0.0
2021-01-01 18:00:00+01:00,15.0,0.0,5052.0,393.0,2925.0,4.0,0.0,0.0,484.0,0.0,2271.0,596.0,0.0,0.0,380.0,3.0,251.0,1.0,258.0,0.0
2021-01-01 18:15:00+01:00,16.0,0.0,5044.0,394.0,2961.0,4.0,0.0,0.0,484.0,0.0,2250.0,596.0,0.0,0.0,382.0,3.0,257.0,1.0,260.0,0.0
2021-01-01 18:30:00+01:00,16.0,0.0,5028.0,393.0,2947.0,4.0,0.0,0.0,484.0,0.0,2246.0,597.0,0.0,0.0,381.0,3.0,229.0,0.0,273.0,1.0
2021-01-01 18:45:00+01:00,16.0,0.0,5002.0,394.0,2946.0,4.0,0.0,0.0,484.0,0.0,2254.0,595.0,0.0,0.0,366.0,4.0,195.0,0.0,281.0,0.0
2021-01-01 19:00:00+01:00,16.0,0.0,4952.0,387.0,2949.0,5.0,0.0,0.0,484.0,0.0,2243.0,595.0,0.0,0.0,382.0,4.0,180.0,0.0,275.0,1.0
2021-01-01 19:15:00+01:00,16.0,0.0,4878.0,388.0,2950.0,5.0,0.0,0.0,484.0,0.0,2229.0,589.0,0.0,0.0,377.0,4.0,185.0,0.0,260.0,0.0
2021-01-01 19:30:00+01:00,17.0,0.0,4974.0,388.0,2952.0,5.0,0.0,0.0,484.0,0.0,2227.0,593.0,0.0,0.0,379.0,4.0,204.0,0.0,242.0,1.0
2021-01-01 19:45:00+01:00,16.0,0.0,4925.0,388.0,2908.0,5.0,0.0,0.0,484.0,0.0,2209.0,586.0,0.0,0.0,392.0,5.0,247.0,0.0,239.0,1.0
2021-01-01 20:00:00+01:00,16.0,0.0,4983.0,396.0,2858.0,4.0,0.0,0.0,484.0,0.0,2137.0,586.0,0.0,0.0,394.0,4.0,222.0,0.0,250.0,0.0
2021-01-01 20:15:00+01:00,16.0,0.0,5085.0,386.0,2888.0,5.0,0.0,0.0,483.0,0.0,2128.0,581.0,0.0,0.0,392.0,4.0,218.0,0.0,261.0,0.0
2021-01-01 20:30:00+01:00,17.0,0.0,5057.0,377.0,2925.0,5.0,0.0,0.0,483.0,0.0,2135.0,576.0,0.0,0.0,387.0,4.0,223.0,0.0,267.0,0.0
2021-01-01 20:45:00+01:00,17.0,0.0,5069.0,356.0,2876.0,5.0,0.0,0.0,483.0,0.0,2113.0,573.0,0.0,0.0,388.0,4.0,200.0,0.0,278.0,0.0
2021-01-01 21:00:00+01:00,16.0,0.0,5043.0,357.0,2899.0,5.0,0.0,0.0,483.0,0.0,2082.0,576.0,0.0,0.0,383.0,4.0,232.0,0.0,282.0,0.0
2021-01-01 21:15:00+01:00,16.0,0.0,5031.0,356.0,2911.0,5.0,0.0,0.0,483.0,0.0,2035.0,581.0,0.0,0.0,388.0,4.0,288.0,0.0,285.0,0.0
2021-01-01 21:30:00+01:00,16.0,0.0,5022.0,357.0,2903.0,5.0,0.0,0.0,483.0,0.0,2015.0,583.0,0.0,0.0,394.0,4.0,265.0,0.0,299.0,0.0
2021-01-01 21:45:00+01:00,16.0,0.0,5012.0,357.0,2845.0,4.0,0.0,0.0,483.0,0.0,1988.0,594.0,0.0,0.0,393.0,4.0,226.0,1.0,289.0,0.0
2021-01-01 22:00:00+01:00,16.0,0.0,5027.0,359.0,2807.0,4.0,0.0,0.0,483.0,0.0,1975.0,596.0,0.0,0.0,390.0,4.0,247.0,1.0,284.0,0.0
2021-01-01 22:15:00+01:00,17.0,0.0,4990.0,356.0,2808.0,5.0,0.0,0.0,483.0,0.0,1939.0,598.0,0.0,0.0,395.0,4.0,251.0,0.0,279.0,0.0
2021-01-01 22:30:00+01:00,17.0,0.0,4922.0,348.0,2810.0,5.0,0.0,0.0,483.0,0.0,1932.0,601.0,0.0,0.0,395.0,0.0,223.0,1.0,294.0,0.0
2021-01-01 22:45:00+01:00,16.0,0.0,4854.0,340.0,2778.0,4.0,0.0,0.0,483.0,0.0,1935.0,615.0,0.0,0.0,408.0,0.0,191.0,1.0,296.0,0.0
2021-01-01 23:00:00+01:00,17.0,0.0,4802.0,348.0,2697.0,4.0,0.0,0.0,483.0,0.0,1839.0,650.0,0.0,0.0,408.0,0.0,200.0,1.0,275.0,0.0
2021-01-01 23:15:00+01:00,16.0,0.0,4714.0,348.0,2707.0,4.0,0.0,0.0,483.0,0.0,1794.0,667.0,0.0,0.0,420.0,0.0,206.0,1.0,263.0,0.0
2021-01-01 23:30:00+01:00,16.0,0.0,4546.0,351.0,2682.0,4.0,0.0,0.0,483.0,0.0,1755.0,670.0,0.0,0.0,430.0,0.0,180.0,1.0,257.0,0.0
2021-01-01 23:45:00+01:00,16.0,0.0,4487.0,359.0,2632.0,4.0,0.0,0.0,483.0,0.0,1664.0,666.0,0.0,0.0,427.0,0.0,165.0,1.0,251.0,0.0
2021-01-02 00:00:00+01:00,16.0,0.0,4228.0,384.0,2447.0,4.0,0.0,0.0,483.0,0.0,1408.0,702.0,0.0,0.0,425.0,0.0,183.0,3.0,257.0,0.0
2021-01-02 00:15:00+01:00,16.0,0.0,4134.0,394.0,2323.0,4.0,0.0,0.0,483.0,0.0,1322.0,751.0,0.0,0.0,430.0,0.0,125.0,3.0,261.0,0.0
2021-01-02 00:30:00+01:00,16.0,0.0,4093.0,384.0,2323.0,5.0,0.0,0.0,483.0,0.0,1333.0,778.0,0.0,0.0,433.0,0.0,138.0,4.0,273.0,0.0
2021-01-02 00:45:00+01:00,16.0,0.0,3810.0,377.0,2233.0,5.0,0.0,0.0,483.0,0.0,1225.0,797.0,0.0,0.0,432.0,0.0,147.0,4.0,275.0,0.0
2021-01-02 01:00:00+01:00,16.0,0.0,3352.0,302.0,2071.0,5.0,0.0,0.0,483.0,0.0,1095.0,845.0,0.0,0.0,436.0,0.0,102.0,4.0,264.0,0.0
2021-01-02 01:15:00+01:00,15.0,0.0,3135.0,304.0,1950.0,4.0,0.0,0.0,483.0,0.0,1019.0,877.0,0.0,0.0,436.0,0.0,64.0,3.0,252.0,0.0
2021-01-02 01:30:00+01:00,15.0,0.0,3178.0,307.0,1888.0,4.0,0.0,0.0,483.0,0.0,1000.0,875.0,0.0,0.0,438.0,0.0,50.0,4.0,249.0,0.0
2021-01-02 01:45:00+01:00,15.0,0.0,3162.0,302.0,1838.0,5.0,0.0,0.0,483.0,0.0,942.0,879.0,0.0,0.0,437.0,0.0,50.0,5.0,239.0,0.0
2021-01-02 02:00:00+01:00,16.0,0.0,2888.0,292.0,1684.0,5.0,0.0,0.0,484.0,0.0,877.0,894.0,0.0,0.0,443.0,0.0,62.0,6.0,223.0,0.0
2021-01-02 02:15:00+01:00,16.0,0.0,2801.0,304.0,1613.0,4.0,0.0,0.0,484.0,0.0,734.0,915.0,0.0,0.0,443.0,0.0,84.0,7.0,219.0,0.0
2021-01-02 02:30:00+01:00,16.0,0.0,2821.0,299.0,1598.0,4.0,0.0,0.0,484.0,0.0,727.0,916.0,0.0,0.0,444.0,0.0,58.0,9.0,220.0,0.0
2021-01-02 02:45:00+01:00,17.0,0.0,2810.0,292.0,1587.0,5.0,0.0,0.0,484.0,0.0,732.0,931.0,0.0,0.0,438.0,0.0,35.0,10.0,214.0,0.0
2021-01-02 03:00:00+01:00,17.0,0.0,2679.0,287.0,1582.0,4.0,0.0,0.0,484.0,0.0,723.0,945.0,0.0,0.0,444.0,0.0,39.0,12.0,220.0,1.0
2021-01-02 03:15:00+01:00,17.0,0.0,2710.0,299.0,1577.0,4.0,0.0,0.0,485.0,0.0,715.0,959.0,0.0,0.0,438.0,0.0,72.0,10.0,228.0,1.0
2021-01-02 03:30:00+01:00,17.0,0.0,2706.0,296.0,1579.0,4.0,0.0,0.0,484.0,0.0,714.0,956.0,0.0,0.0,438.0,0.0,129.0,10.0,218.0,1.0
2021-01-02 03:45:00+01:00,17.0,0.0,2614.0,268.0,1580.0,5.0,0.0,0.0,484.0,0.0,711.0,964.0,0.0,0.0,436.0,0.0,120.0,7.0,206.0,1.0
2021-01-02 04:00:00+01:00,17.0,0.0,2635.0,272.0,1577.0,4.0,0.0,0.0,484.0,0.0,693.0,972.0,0.0,0.0,442.0,0.0,132.0,5.0,194.0,1.0
2021-01-02 04:15:00+01:00,17.0,0.0,2720.0,299.0,1576.0,4.0,0.0,0.0,484.0,0.0,704.0,993.0,0.0,0.0,439.0,0.0,106.0,1.0,188.0,1.0
2021-01-02 04:30:00+01:00,17.0,0.0,2723.0,299.0,1575.0,4.0,0.0,0.0,484.0,0.0,725.0,998.0,0.0,0.0,435.0,0.0,80.0,0.0,185.0,1.0
2021-01-02 04:45:00+01:00,16.0,0.0,2673.0,284.0,1572.0,4.0,0.0,0.0,484.0,0.0,713.0,1016.0,0.0,0.0,436.0,0.0,87.0,2.0,179.0,1.0
2021-01-02 05:00:00+01:00,17.0,0.0,2665.0,278.0,1593.0,4.0,0.0,0.0,484.0,0.0,708.0,1032.0,0.0,0.0,441.0,0.0,90.0,4.0,173.0,1.0
2021-01-02 05:15:00+01:00,17.0,0.0,2649.0,275.0,1607.0,5.0,0.0,0.0,484.0,0.0,729.0,1047.0,0.0,0.0,442.0,0.0,76.0,4.0,178.0,0.0
2021-01-02 05:30:00+01:00,16.0,0.0,2665.0,280.0,1602.0,4.0,0.0,0.0,484.0,0.0,734.0,1059.0,0.0,0.0,436.0,0.0,83.0,6.0,177.0,1.0
2021-01-02 05:45:00+01:00,17.0,0.0,2730.0,307.0,1639.0,5.0,0.0,0.0,484.0,0.0,770.0,1044.0,0.0,0.0,434.0,0.0,84.0,6.0,172.0,1.0
2021-01-02 06:00:00+01:00,17.0,0.0,2815.0,313.0,1780.0,5.0,0.0,0.0,484.0,0.0,770.0,1046.0,0.0,0.0,440.0,0.0,93.0,3.0,164.0,1.0
2021-01-02 06:15:00+01:00,17.0,0.0,2748.0,282.0,1890.0,4.0,0.0,0.0,484.0,0.0,815.0,1043.0,0.0,0.0,439.0,0.0,90.0,4.0,163.0,2.0
2021-01-02 06:30:00+01:00,16.0,0.0,2807.0,296.0,1919.0,4.0,0.0,0.0,484.0,0.0,791.0,1049.0,0.0,0.0,443.0,0.0,66.0,5.0,149.0,2.0
2021-01-02 06:45:00+01:00,17.0,0.0,2934.0,346.0,2096.0,4.0,0.0,0.0,484.0,0.0,806.0,1028.0,0.0,0.0,453.0,0.0,59.0,4.0,143.0,1.0
2021-01-02 07:00:00+01:00,16.0,0.0,3533.0,512.0,2324.0,4.0,0.0,0.0,484.0,0.0,933.0,1027.0,0.0,0.0,442.0,0.0,98.0,5.0,143.0,2.0
2021-01-02 07:15:00+01:00,17.0,0.0,3580.0,525.0,2483.0,4.0,0.0,0.0,484.0,0.0,1046.0,1030.0,0.0,0.0,451.0,0.0,184.0,5.0,137.0,3.0
2021-01-02 07:30:00+01:00,16.0,0.0,3594.0,533.0,2512.0,5.0,0.0,0.0,484.0,0.0,1185.0,1013.0,0.0,0.0,446.0,0.0,187.0,2.0,141.0,1.0
2021-01-02 07:45:00+01:00,17.0,0.0,4155.0,588.0,2566.0,4.0,0.0,0.0,484.0,0.0,1353.0,996.0,0.0,0.0,450.0,0.0,135.0,3.0,150.0,2.0
2021-01-02 08:00:00+01:00,16.0,0.0,5157.0,893.0,2766.0,4.0,0.0,0.0,484.0,0.0,1499.0,992.0,0.0,0.0,443.0,0.0,86.0,3.0,148.0,2.0
2021-01-02 08:15:00+01:00,17.0,0.0,5386.0,930.0,2846.0,4.0,0.0,0.0,484.0,0.0,1678.0,978.0,0.0,0.0,448.0,0.0,71.0,2.0,142.0,1.0
2021-01-02 08:30:00+01:00,16.0,0.0,5431.0,914.0,2788.0,5.0,0.0,0.0,484.0,0.0,1876.0,980.0,0.0,0.0,434.0,0.0,88.0,7.0,137.0,2.0
2021-01-02 08:45:00+01:00,17.0,0.0,5502.0,941.0,2767.0,4.0,0.0,0.0,484.0,0.0,1935.0,965.0,0.0,0.0,444.0,0.0,70.0,9.0,141.0,2.0
2021-01-02 09:00:00+01:00,16.0,0.0,5959.0,1089.0,2883.0,4.0,0.0,0.0,484.0,0.0,1952.0,944.0,1.0,0.0,437.0,0.0,76.0,3.0,148.0,1.0
2021-01-02 09:15:00+01:00,17.0,0.0,6133.0,1115.0,2915.0,4.0,0.0,0.0,483.0,0.0,2040.0,892.0,2.0,0.0,440.0,0.0,91.0,3.0,141.0,1.0
2021-01-02 09:30:00+01:00,16.0,0.0,6271.0,1126.0,2924.0,5.0,0.0,0.0,483.0,0.0,2179.0,872.0,3.0,0.0,427.0,0.0,92.0,3.0,126.0,1.0
2021-01-02 09:45:00+01:00,16.0,0.0,6384.0,1131.0,2935.0,4.0,0.0,0.0,483.0,0.0,2219.0,863.0,3.0,0.0,429.0,0.0,101.0,3.0,115.0,1.0
2021-01-02 10:00:00+01:00,16.0,0.0,6415.0,1106.0,2981.0,4.0,0.0,0.0,483.0,0.0,2212.0,850.0,6.0,0.0,422.0,0.0,84.0,3.0,113.0,2.0
2021-01-02 10:15:00+01:00,17.0,0.0,6541.0,1094.0,3001.0,4.0,0.0,0.0,483.0,0.0,2209.0,833.0,7.0,0.0,423.0,0.0,58.0,4.0,113.0,2.0
2021-01-02 10:30:00+01:00,16.0,0.0,6633.0,1039.0,3019.0,4.0,0.0,0.0,483.0,0.0,2218.0,826.0,7.0,0.0,415.0,0.0,43.0,6.0,112.0,2.0
2021-01-02 10:45:00+01:00,17.0,0.0,6627.0,1030.0,3043.0,5.0,0.0,0.0,483.0,0.0,2226.0,815.0,10.0,0.0,422.0,0.0,24.0,6.0,107.0,2.0
2021-01-02 11:00:00+01:00,17.0,0.0,6661.0,1107.0,3094.0,5.0,0.0,0.0,483.0,0.0,2248.0,803.0,12.0,0.0,430.0,0.0,12.0,8.0,111.0,2.0
